Id,Title,Merchant,Categories,Description,Terms,Coupon_Code,URL,Status,Start_Date,End_Date,Offer_Added,Image_URL,Campaign_ID,Campaign_Name
89153,Get upto 80% off on Mobile and Laptop Accessories,ShopClues,Electronics,,,,https://linksredirect.com/?pub_id=41826&url=https://www.shopclues.com/best-selling-mobile-accessories-products.html?sort_by=bestsellers&sort_order=desc,live,2022-02-22,2022-02-24,22/02/2022,https://cdn0.cuelinks.com/campaigns/152/original/Shopclues.png?1493899872,152,ShopClues
89154,Get upto 60% off on Home Appliances,AliExpress,Electronics,,,,https://linksredirect.com/?pub_id=41826&url=https://www.aliexpress.com/campaign/wow/gcp/ae/channel/ae/accelerate/tupr?spm=a2g0o.home.0.0.650c2145uZ9Fjb&wh_weex=true&_immersiveMode=true&wx_navbar_hidden=true&wx_navbar_transparent=true&ignoreNavigationBar=true&wx_statusbar_hidden=true&wh_pid=ae%2Fdaily%2Fae%2F2022,live,2022-02-22,2022-02-24,22/02/2022,https://cdn0.cuelinks.com/campaigns/763/original/AliExpress.png?1489062038,763,AliExpress
89155,Mobile Photography Iphone and Android Complete Masterclass Just Rs.700,Udemy,Electronics,,,,https://linksredirect.com/?pub_id=41826&url=https://www.udemy.com/course/mobile-photography-masterclass-for-instagram/,live,2022-02-22,2022-02-24,22/02/2022,https://cdn0.cuelinks.com/campaigns/2398/original/udemy.png?1626699121,2398,Udemy
89156,Club - Flat 42% Off* | All Users - Flat 38% Off* on Select Range,Firstcry,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.firstcry.com/featuredoffer?cpid=1750&c=BIGGER,live,2022-02-22,2022-02-24,22/02/2022,https://cdn0.cuelinks.com/campaigns/49/original/FC-Logo-big_store_tagline.png?1582718900,49,Firstcry
89157,Flat 35% OFF* for All Users,Firstcry,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.firstcry.com/searchresult?sale=6&brandid=0&searchstring=brand@~246~170~168~165~164~269~243~166~220~221~267~219~26@@@1@0@20@@@@@@@@@@@@@@@&sort=BestSeller&c=SPRGFSH&ref2=Fashion35_01_Spring_combo0,live,2022-02-22,2022-02-24,22/02/2022,https://cdn0.cuelinks.com/campaigns/49/original/FC-Logo-big_store_tagline.png?1582718900,49,Firstcry
89158,Flat 35% OFF* On Diapers,Firstcry,Health & Beauty,,,,https://linksredirect.com/?pub_id=41826&url=https://www.firstcry.com/baby-diapers/1/27?ref2=Diapers_Flat35_combo0_d_21Feb22_cl&c=SOFT,live,2022-02-22,2022-02-24,22/02/2022,https://cdn0.cuelinks.com/campaigns/49/original/FC-Logo-big_store_tagline.png?1582718900,49,Firstcry
89159,Buy 1 Get 1 free,Fabindia,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.fabindia.com/collection/beauty-offer,live,2022-02-22,2022-02-24,22/02/2022,https://cdn0.cuelinks.com/campaigns/1663/original/FabIndia_PNG.png?1490774647,1663,Fabindia
89160,Get upto 70% Off,Fabindia,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.fabindia.com/shop/sale,live,2022-02-22,2022-02-24,22/02/2022,https://cdn0.cuelinks.com/campaigns/1663/original/FabIndia_PNG.png?1490774647,1663,Fabindia
89161,Flat 30% Off on Women's clothing,Fabindia,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.fabindia.com/collection/fabnu-women-clothing,live,2022-02-22,2022-02-24,22/02/2022,https://cdn0.cuelinks.com/campaigns/1663/original/FabIndia_PNG.png?1490774647,1663,Fabindia
89162,Flat 25% Off on Eye & Lip Category,Lotus Herbals,Health & Beauty,,,,https://linksredirect.com/?pub_id=41826&url=https://www.lotusherbals.com/collections/lip-care,live,2022-02-22,2022-02-24,22/02/2022,https://cdn0.cuelinks.com/campaigns/2171/original/Lotus_Herbals___Buy_Cosmetics__Makeup_and_Beauty_Products_Online.png?1429245706,2171,Lotus Herbals
